image,label
data_given\Dog\1433.jpg,1
data_given\Dog\9283.jpg,1
data_given\Dog\2288.jpg,1
data_given\Dog\4451.jpg,1
data_given\Cat\11202.jpg,0
data_given\Dog\3275.jpg,1
data_given\Dog\9990.jpg,1
data_given\Dog\8253.jpg,1
data_given\Cat\10495.jpg,0
data_given\Cat\576.jpg,0
data_given\Cat\6048.jpg,0
data_given\Cat\923.jpg,0
data_given\Dog\11923.jpg,1
data_given\Cat\4300.jpg,0
data_given\Cat\3656.jpg,0
data_given\Cat\9477.jpg,0
data_given\Cat\10504.jpg,0
data_given\Cat\875.jpg,0
data_given\Cat\4233.jpg,0
data_given\Dog\661.jpg,1
data_given\Dog\10056.jpg,1
data_given\Cat\10804.jpg,0
data_given\Dog\12266.jpg,1
data_given\Cat\4237.jpg,0
data_given\Cat\10177.jpg,0
data_given\Cat\7572.jpg,0
data_given\Cat\11197.jpg,0
data_given\Dog\9627.jpg,1
data_given\Dog\9228.jpg,1
data_given\Cat\1063.jpg,0
data_given\Dog\2571.jpg,1
data_given\Dog\2193.jpg,1
data_given\Dog\10621.jpg,1
data_given\Dog\7028.jpg,1
data_given\Dog\9588.jpg,1
data_given\Dog\11951.jpg,1
data_given\Cat\10943.jpg,0
data_given\Cat\1483.jpg,0
data_given\Dog\5974.jpg,1
data_given\Dog\12030.jpg,1
data_given\Cat\9932.jpg,0
data_given\Dog\11689.jpg,1
data_given\Dog\2597.jpg,1
data_given\Cat\2547.jpg,0
data_given\Cat\6435.jpg,0
data_given\Dog\6071.jpg,1
data_given\Cat\11578.jpg,0
data_given\Dog\9567.jpg,1
data_given\Dog\9041.jpg,1
data_given\Dog\355.jpg,1
data_given\Dog\7880.jpg,1
data_given\Dog\8032.jpg,1
data_given\Cat\8012.jpg,0
data_given\Dog\8615.jpg,1
data_given\Cat\10816.jpg,0
data_given\Dog\843.jpg,1
data_given\Cat\12261.jpg,0
data_given\Cat\2539.jpg,0
data_given\Dog\5805.jpg,1
data_given\Cat\7619.jpg,0
data_given\Dog\1718.jpg,1
data_given\Cat\3600.jpg,0
data_given\Cat\6400.jpg,0
data_given\Dog\166.jpg,1
data_given\Dog\2273.jpg,1
data_given\Dog\1412.jpg,1
data_given\Dog\60.jpg,1
data_given\Cat\3971.jpg,0
data_given\Dog\9773.jpg,1
data_given\Cat\7058.jpg,0
data_given\Cat\7041.jpg,0
data_given\Cat\5104.jpg,0
data_given\Dog\7724.jpg,1
data_given\Cat\6178.jpg,0
data_given\Cat\12164.jpg,0
data_given\Dog\11976.jpg,1
data_given\Dog\11775.jpg,1
data_given\Dog\11380.jpg,1
data_given\Dog\7708.jpg,1
data_given\Dog\5289.jpg,1
data_given\Cat\11048.jpg,0
data_given\Dog\12241.jpg,1
data_given\Cat\4457.jpg,0
data_given\Cat\9362.jpg,0
data_given\Cat\5752.jpg,0
data_given\Cat\6697.jpg,0
data_given\Cat\8646.jpg,0
data_given\Dog\1345.jpg,1
data_given\Cat\1789.jpg,0
data_given\Cat\12010.jpg,0
data_given\Cat\12496.jpg,0
data_given\Cat\7811.jpg,0
data_given\Dog\6323.jpg,1
data_given\Cat\10147.jpg,0
data_given\Dog\5199.jpg,1
data_given\Dog\4300.jpg,1
data_given\Cat\4293.jpg,0
data_given\Dog\1337.jpg,1
data_given\Dog\8467.jpg,1
data_given\Cat\1143.jpg,0
data_given\Dog\4141.jpg,1
data_given\Cat\6632.jpg,0
data_given\Cat\1174.jpg,0
data_given\Dog\2214.jpg,1
data_given\Cat\11458.jpg,0
data_given\Cat\2402.jpg,0
data_given\Dog\3087.jpg,1
data_given\Dog\7525.jpg,1
data_given\Cat\8307.jpg,0
data_given\Dog\3968.jpg,1
data_given\Cat\168.jpg,0
data_given\Dog\10412.jpg,1
data_given\Dog\3347.jpg,1
data_given\Cat\3068.jpg,0
data_given\Cat\8357.jpg,0
data_given\Cat\12236.jpg,0
data_given\Dog\11776.jpg,1
data_given\Cat\10387.jpg,0
data_given\Cat\213.jpg,0
data_given\Cat\3718.jpg,0
data_given\Cat\8846.jpg,0
data_given\Cat\7910.jpg,0
data_given\Cat\11129.jpg,0
data_given\Dog\358.jpg,1
data_given\Dog\845.jpg,1
data_given\Cat\256.jpg,0
data_given\Cat\7919.jpg,0
data_given\Dog\10135.jpg,1
data_given\Dog\229.jpg,1
data_given\Dog\4682.jpg,1
data_given\Dog\8206.jpg,1
data_given\Cat\3642.jpg,0
data_given\Dog\7318.jpg,1
data_given\Cat\271.jpg,0
data_given\Dog\7809.jpg,1
data_given\Dog\5001.jpg,1
data_given\Dog\4921.jpg,1
data_given\Dog\2235.jpg,1
data_given\Dog\8161.jpg,1
data_given\Dog\1288.jpg,1
data_given\Dog\9954.jpg,1
data_given\Dog\4951.jpg,1
data_given\Cat\792.jpg,0
data_given\Dog\4469.jpg,1
data_given\Dog\1618.jpg,1
data_given\Dog\2816.jpg,1
data_given\Cat\586.jpg,0
data_given\Dog\9633.jpg,1
data_given\Dog\488.jpg,1
data_given\Cat\2450.jpg,0
data_given\Dog\1591.jpg,1
data_given\Dog\10377.jpg,1
data_given\Dog\6212.jpg,1
data_given\Dog\11522.jpg,1
data_given\Dog\8441.jpg,1
data_given\Dog\176.jpg,1
data_given\Dog\4946.jpg,1
data_given\Dog\8074.jpg,1
data_given\Dog\8790.jpg,1
data_given\Dog\7504.jpg,1
data_given\Dog\11034.jpg,1
data_given\Dog\11277.jpg,1
data_given\Dog\77.jpg,1
data_given\Cat\2562.jpg,0
data_given\Cat\8081.jpg,0
data_given\Cat\6097.jpg,0
data_given\Dog\8011.jpg,1
data_given\Cat\11016.jpg,0
data_given\Cat\555.jpg,0
data_given\Dog\4943.jpg,1
data_given\Dog\1671.jpg,1
data_given\Cat\4818.jpg,0
data_given\Dog\9.jpg,1
data_given\Cat\4517.jpg,0
data_given\Cat\2011.jpg,0
data_given\Dog\1470.jpg,1
data_given\Dog\5495.jpg,1
data_given\Dog\10366.jpg,1
data_given\Dog\692.jpg,1
data_given\Dog\8826.jpg,1
data_given\Dog\3840.jpg,1
data_given\Dog\5752.jpg,1
data_given\Dog\1989.jpg,1
data_given\Cat\7233.jpg,0
data_given\Cat\6494.jpg,0
data_given\Cat\11374.jpg,0
data_given\Cat\1055.jpg,0
data_given\Cat\7464.jpg,0
data_given\Dog\4927.jpg,1
data_given\Cat\5588.jpg,0
data_given\Cat\8313.jpg,0
data_given\Cat\2006.jpg,0
data_given\Cat\1506.jpg,0
data_given\Cat\6965.jpg,0
data_given\Cat\529.jpg,0
data_given\Cat\11265.jpg,0
data_given\Dog\8631.jpg,1
data_given\Dog\2972.jpg,1
data_given\Dog\12406.jpg,1
data_given\Dog\7404.jpg,1
data_given\Dog\2322.jpg,1
data_given\Dog\9077.jpg,1
data_given\Cat\9830.jpg,0
data_given\Cat\9778.jpg,0
data_given\Cat\7198.jpg,0
data_given\Dog\6818.jpg,1
data_given\Dog\6445.jpg,1
data_given\Cat\9868.jpg,0
data_given\Dog\681.jpg,1
data_given\Cat\1267.jpg,0
data_given\Dog\12246.jpg,1
data_given\Cat\11083.jpg,0
data_given\Cat\11235.jpg,0
data_given\Cat\1005.jpg,0
data_given\Cat\8449.jpg,0
data_given\Cat\5976.jpg,0
data_given\Cat\5222.jpg,0
data_given\Cat\9901.jpg,0
data_given\Cat\2864.jpg,0
data_given\Dog\5848.jpg,1
data_given\Dog\10659.jpg,1
data_given\Dog\1751.jpg,1
data_given\Dog\5567.jpg,1
data_given\Cat\11693.jpg,0
data_given\Dog\650.jpg,1
data_given\Dog\9019.jpg,1
data_given\Dog\3897.jpg,1
data_given\Dog\1574.jpg,1
data_given\Dog\7397.jpg,1
data_given\Cat\11150.jpg,0
data_given\Dog\12377.jpg,1
data_given\Cat\12039.jpg,0
data_given\Dog\1083.jpg,1
data_given\Cat\3714.jpg,0
data_given\Dog\3447.jpg,1
data_given\Dog\259.jpg,1
data_given\Cat\7445.jpg,0
data_given\Cat\1731.jpg,0
data_given\Cat\1159.jpg,0
data_given\Cat\2445.jpg,0
data_given\Dog\2488.jpg,1
data_given\Dog\869.jpg,1
data_given\Dog\7139.jpg,1
data_given\Dog\7887.jpg,1
data_given\Cat\2300.jpg,0
data_given\Cat\6093.jpg,0
data_given\Cat\6704.jpg,0
data_given\Dog\3507.jpg,1
data_given\Dog\11456.jpg,1
data_given\Cat\5546.jpg,0
data_given\Cat\10673.jpg,0
data_given\Cat\8289.jpg,0
data_given\Dog\4948.jpg,1
data_given\Dog\7099.jpg,1
data_given\Cat\2577.jpg,0
data_given\Dog\10012.jpg,1
data_given\Dog\11755.jpg,1
data_given\Cat\7718.jpg,0
data_given\Cat\8503.jpg,0
data_given\Dog\4710.jpg,1
data_given\Dog\6227.jpg,1
data_given\Cat\2489.jpg,0
data_given\Dog\4264.jpg,1
data_given\Cat\894.jpg,0
data_given\Cat\1190.jpg,0
data_given\Dog\5896.jpg,1
data_given\Cat\6428.jpg,0
data_given\Dog\11304.jpg,1
data_given\Dog\4322.jpg,1
data_given\Cat\7537.jpg,0
data_given\Dog\6899.jpg,1
data_given\Dog\7626.jpg,1
data_given\Cat\2405.jpg,0
data_given\Cat\11558.jpg,0
data_given\Dog\1519.jpg,1
data_given\Dog\2586.jpg,1
data_given\Dog\4705.jpg,1
data_given\Dog\6883.jpg,1
data_given\Dog\11614.jpg,1
data_given\Cat\2083.jpg,0
data_given\Dog\11641.jpg,1
data_given\Dog\5089.jpg,1
data_given\Cat\1851.jpg,0
data_given\Dog\10825.jpg,1
data_given\Dog\11247.jpg,1
data_given\Dog\6898.jpg,1
data_given\Dog\1773.jpg,1
data_given\Dog\3322.jpg,1
data_given\Dog\1930.jpg,1
data_given\Dog\3789.jpg,1
data_given\Dog\6380.jpg,1
data_given\Cat\10152.jpg,0
data_given\Dog\4740.jpg,1
data_given\Dog\3484.jpg,1
data_given\Dog\3184.jpg,1
data_given\Cat\2905.jpg,0
data_given\Dog\3538.jpg,1
data_given\Dog\873.jpg,1
data_given\Dog\9537.jpg,1
data_given\Cat\6486.jpg,0
data_given\Cat\3069.jpg,0
data_given\Cat\817.jpg,0
data_given\Dog\3508.jpg,1
data_given\Dog\11418.jpg,1
data_given\Dog\38.jpg,1
data_given\Dog\4653.jpg,1
data_given\Dog\11819.jpg,1
data_given\Cat\6672.jpg,0
data_given\Cat\8930.jpg,0
data_given\Dog\4687.jpg,1
data_given\Dog\9260.jpg,1
data_given\Cat\8166.jpg,0
data_given\Dog\10320.jpg,1
data_given\Cat\209.jpg,0
data_given\Cat\2237.jpg,0
data_given\Dog\4109.jpg,1
data_given\Dog\11405.jpg,1
data_given\Dog\9716.jpg,1
data_given\Dog\8518.jpg,1
data_given\Dog\1889.jpg,1
data_given\Dog\4681.jpg,1
data_given\Dog\11495.jpg,1
data_given\Cat\12404.jpg,0
data_given\Cat\12347.jpg,0
data_given\Dog\3998.jpg,1
data_given\Dog\3054.jpg,1
data_given\Dog\10660.jpg,1
data_given\Dog\9839.jpg,1
data_given\Cat\6635.jpg,0
data_given\Cat\7799.jpg,0
data_given\Dog\11416.jpg,1
data_given\Cat\10836.jpg,0
data_given\Dog\3248.jpg,1
data_given\Dog\4825.jpg,1
data_given\Cat\4037.jpg,0
data_given\Dog\9740.jpg,1
data_given\Cat\10764.jpg,0
data_given\Cat\2670.jpg,0
data_given\Dog\2917.jpg,1
data_given\Dog\2407.jpg,1
data_given\Dog\6163.jpg,1
data_given\Dog\4660.jpg,1
data_given\Cat\4510.jpg,0
data_given\Dog\9607.jpg,1
data_given\Dog\5409.jpg,1
data_given\Cat\12383.jpg,0
data_given\Dog\3658.jpg,1
data_given\Dog\2664.jpg,1
data_given\Cat\2261.jpg,0
data_given\Cat\9365.jpg,0
data_given\Dog\10158.jpg,1
data_given\Cat\4703.jpg,0
data_given\Dog\12322.jpg,1
data_given\Cat\2981.jpg,0
data_given\Cat\1996.jpg,0
data_given\Cat\2455.jpg,0
data_given\Cat\9956.jpg,0
data_given\Cat\1161.jpg,0
data_given\Cat\1981.jpg,0
data_given\Dog\1346.jpg,1
data_given\Dog\417.jpg,1
data_given\Cat\9421.jpg,0
data_given\Cat\3297.jpg,0
data_given\Cat\8133.jpg,0
data_given\Cat\7715.jpg,0
data_given\Dog\2400.jpg,1
data_given\Cat\8317.jpg,0
data_given\Cat\838.jpg,0
data_given\Cat\708.jpg,0
data_given\Cat\4021.jpg,0
data_given\Cat\4039.jpg,0
data_given\Cat\9638.jpg,0
data_given\Dog\6830.jpg,1
data_given\Dog\1387.jpg,1
data_given\Dog\462.jpg,1
data_given\Cat\6683.jpg,0
data_given\Cat\12025.jpg,0
data_given\Cat\1662.jpg,0
data_given\Dog\5099.jpg,1
data_given\Dog\3188.jpg,1
data_given\Cat\4670.jpg,0
data_given\Cat\3857.jpg,0
data_given\Dog\12013.jpg,1
data_given\Dog\4250.jpg,1
data_given\Dog\10244.jpg,1
data_given\Dog\6926.jpg,1
data_given\Dog\5268.jpg,1
data_given\Cat\262.jpg,0
data_given\Cat\11767.jpg,0
data_given\Cat\3291.jpg,0
data_given\Dog\5358.jpg,1
data_given\Dog\9507.jpg,1
data_given\Dog\8271.jpg,1
data_given\Cat\5972.jpg,0
data_given\Cat\2328.jpg,0
data_given\Cat\1756.jpg,0
data_given\Dog\6381.jpg,1
data_given\Cat\8152.jpg,0
data_given\Cat\9722.jpg,0
data_given\Dog\1664.jpg,1
data_given\Dog\3219.jpg,1
data_given\Cat\1682.jpg,0
data_given\Cat\1707.jpg,0
data_given\Dog\11073.jpg,1
data_given\Cat\8220.jpg,0
data_given\Cat\4822.jpg,0
data_given\Cat\5270.jpg,0
data_given\Dog\5386.jpg,1
data_given\Cat\239.jpg,0
data_given\Cat\10423.jpg,0
data_given\Dog\8238.jpg,1
data_given\Dog\3941.jpg,1
data_given\Cat\8876.jpg,0
data_given\Dog\5456.jpg,1
data_given\Dog\3125.jpg,1
data_given\Cat\6726.jpg,0
data_given\Cat\11736.jpg,0
data_given\Dog\12276.jpg,1
data_given\Dog\950.jpg,1
data_given\Dog\4768.jpg,1
data_given\Cat\6755.jpg,0
data_given\Dog\6530.jpg,1
data_given\Dog\6113.jpg,1
data_given\Dog\2758.jpg,1
data_given\Dog\4332.jpg,1
data_given\Cat\5002.jpg,0
data_given\Cat\781.jpg,0
data_given\Cat\4465.jpg,0
data_given\Dog\4267.jpg,1
data_given\Cat\9021.jpg,0
data_given\Dog\11072.jpg,1
data_given\Dog\8291.jpg,1
data_given\Dog\3305.jpg,1
data_given\Dog\9689.jpg,1
data_given\Cat\2571.jpg,0
data_given\Cat\12289.jpg,0
data_given\Dog\11739.jpg,1
data_given\Cat\8704.jpg,0
data_given\Cat\11575.jpg,0
data_given\Dog\7612.jpg,1
data_given\Dog\261.jpg,1
data_given\Dog\8568.jpg,1
data_given\Dog\8199.jpg,1
data_given\Cat\8032.jpg,0
data_given\Cat\4338.jpg,0
data_given\Dog\10223.jpg,1
data_given\Dog\561.jpg,1
data_given\Cat\6612.jpg,0
data_given\Dog\9921.jpg,1
data_given\Dog\10260.jpg,1
data_given\Dog\10596.jpg,1
data_given\Cat\6112.jpg,0
data_given\Dog\10576.jpg,1
data_given\Dog\2570.jpg,1
data_given\Cat\5316.jpg,0
data_given\Dog\7700.jpg,1
data_given\Dog\7606.jpg,1
data_given\Dog\205.jpg,1
data_given\Cat\9034.jpg,0
data_given\Cat\5255.jpg,0
data_given\Dog\5575.jpg,1
data_given\Dog\1901.jpg,1
data_given\Dog\7223.jpg,1
data_given\Dog\9683.jpg,1
data_given\Cat\12044.jpg,0
data_given\Cat\6939.jpg,0
data_given\Dog\6613.jpg,1
data_given\Cat\4921.jpg,0
data_given\Dog\674.jpg,1
data_given\Dog\6385.jpg,1
data_given\Dog\11765.jpg,1
data_given\Dog\6980.jpg,1
data_given\Cat\1945.jpg,0
data_given\Cat\9900.jpg,0
data_given\Cat\10817.jpg,0
data_given\Dog\10975.jpg,1
data_given\Dog\4090.jpg,1
data_given\Cat\1158.jpg,0
data_given\Dog\6968.jpg,1
data_given\Dog\12440.jpg,1
data_given\Dog\9930.jpg,1
data_given\Cat\6177.jpg,0
data_given\Cat\3272.jpg,0
data_given\Dog\1140.jpg,1
data_given\Dog\4940.jpg,1
data_given\Dog\1533.jpg,1
data_given\Cat\10025.jpg,0
data_given\Dog\2171.jpg,1
data_given\Dog\11094.jpg,1
data_given\Cat\3679.jpg,0
data_given\Cat\6196.jpg,0
data_given\Dog\8363.jpg,1
data_given\Dog\5687.jpg,1
data_given\Dog\9747.jpg,1
data_given\Dog\6256.jpg,1
data_given\Cat\88.jpg,0
data_given\Dog\770.jpg,1
data_given\Cat\10124.jpg,0
data_given\Cat\5733.jpg,0
data_given\Cat\4569.jpg,0
data_given\Cat\11147.jpg,0
data_given\Dog\11318.jpg,1
data_given\Dog\1802.jpg,1
data_given\Cat\7563.jpg,0
data_given\Dog\3551.jpg,1
data_given\Dog\8178.jpg,1
data_given\Dog\3344.jpg,1
data_given\Dog\4386.jpg,1
data_given\Dog\11508.jpg,1
data_given\Cat\1216.jpg,0
data_given\Cat\10606.jpg,0
data_given\Dog\1829.jpg,1
data_given\Dog\1517.jpg,1
data_given\Dog\8273.jpg,1
data_given\Dog\1768.jpg,1
data_given\Dog\12118.jpg,1
data_given\Cat\661.jpg,0
data_given\Dog\12413.jpg,1
data_given\Cat\191.jpg,0
data_given\Cat\5602.jpg,0
data_given\Dog\10786.jpg,1
data_given\Cat\10707.jpg,0
data_given\Dog\12092.jpg,1
data_given\Cat\7508.jpg,0
data_given\Cat\11071.jpg,0
data_given\Cat\8195.jpg,0
data_given\Cat\8268.jpg,0
data_given\Dog\7879.jpg,1
data_given\Dog\1968.jpg,1
data_given\Cat\1609.jpg,0
data_given\Dog\12129.jpg,1
data_given\Cat\8132.jpg,0
data_given\Dog\5689.jpg,1
data_given\Cat\6929.jpg,0
data_given\Cat\3120.jpg,0
data_given\Cat\3424.jpg,0
data_given\Cat\7019.jpg,0
data_given\Dog\11838.jpg,1
data_given\Cat\4010.jpg,0
data_given\Dog\2587.jpg,1
data_given\Cat\5922.jpg,0
data_given\Cat\3512.jpg,0
data_given\Dog\8295.jpg,1
data_given\Cat\6294.jpg,0
data_given\Cat\4898.jpg,0
data_given\Cat\502.jpg,0
data_given\Dog\4249.jpg,1
data_given\Cat\3177.jpg,0
data_given\Dog\3710.jpg,1
data_given\Dog\2368.jpg,1
data_given\Dog\11273.jpg,1
data_given\Dog\6132.jpg,1
data_given\Cat\11069.jpg,0
data_given\Cat\314.jpg,0
data_given\Dog\4192.jpg,1
data_given\Dog\4832.jpg,1
data_given\Cat\5943.jpg,0
data_given\Dog\4642.jpg,1
data_given\Dog\5914.jpg,1
data_given\Cat\796.jpg,0
data_given\Cat\7278.jpg,0
data_given\Cat\2173.jpg,0
data_given\Cat\10997.jpg,0
data_given\Dog\2899.jpg,1
data_given\Cat\4715.jpg,0
data_given\Dog\9322.jpg,1
data_given\Dog\6282.jpg,1
data_given\Cat\2834.jpg,0
data_given\Dog\1330.jpg,1
data_given\Cat\12337.jpg,0
data_given\Cat\4261.jpg,0
data_given\Dog\4870.jpg,1
data_given\Cat\12064.jpg,0
data_given\Dog\5897.jpg,1
data_given\Dog\7885.jpg,1
data_given\Cat\4144.jpg,0
data_given\Dog\6447.jpg,1
data_given\Cat\11259.jpg,0
data_given\Cat\101.jpg,0
data_given\Dog\4838.jpg,1
data_given\Dog\3619.jpg,1
data_given\Dog\10805.jpg,1
data_given\Cat\128.jpg,0
data_given\Cat\7223.jpg,0
data_given\Cat\9171.jpg,0
data_given\Cat\2245.jpg,0
data_given\Cat\4785.jpg,0
data_given\Cat\11475.jpg,0
data_given\Dog\6254.jpg,1
data_given\Dog\4848.jpg,1
data_given\Cat\1714.jpg,0
data_given\Dog\4572.jpg,1
data_given\Cat\8362.jpg,0
data_given\Cat\1953.jpg,0
data_given\Dog\5111.jpg,1
data_given\Dog\10817.jpg,1
data_given\Cat\2894.jpg,0
data_given\Dog\13.jpg,1
data_given\Dog\7747.jpg,1
data_given\Dog\9944.jpg,1
data_given\Cat\6403.jpg,0
data_given\Cat\5884.jpg,0
data_given\Dog\5488.jpg,1
data_given\Cat\7667.jpg,0
data_given\Cat\5077.jpg,0
data_given\Dog\9420.jpg,1
data_given\Dog\2954.jpg,1
data_given\Cat\9135.jpg,0
data_given\Dog\9222.jpg,1
data_given\Cat\8249.jpg,0
data_given\Dog\5477.jpg,1
data_given\Dog\8608.jpg,1
data_given\Dog\12120.jpg,1
data_given\Dog\4084.jpg,1
data_given\Cat\5969.jpg,0
data_given\Cat\9450.jpg,0
data_given\Cat\7101.jpg,0
data_given\Cat\7860.jpg,0
data_given\Dog\6518.jpg,1
data_given\Cat\3493.jpg,0
data_given\Cat\639.jpg,0
data_given\Cat\12390.jpg,0
data_given\Cat\6524.jpg,0
data_given\Dog\6585.jpg,1
data_given\Cat\9730.jpg,0
data_given\Dog\11283.jpg,1
data_given\Dog\9240.jpg,1
data_given\Dog\7200.jpg,1
data_given\Dog\8540.jpg,1
data_given\Cat\11683.jpg,0
data_given\Cat\3856.jpg,0
data_given\Dog\11529.jpg,1
data_given\Dog\7850.jpg,1
data_given\Dog\11267.jpg,1
data_given\Dog\9796.jpg,1
data_given\Dog\11341.jpg,1
data_given\Cat\7760.jpg,0
data_given\Dog\10988.jpg,1
data_given\Dog\5880.jpg,1
data_given\Cat\719.jpg,0
data_given\Dog\12076.jpg,1
data_given\Dog\6348.jpg,1
data_given\Dog\5550.jpg,1
data_given\Cat\9572.jpg,0
data_given\Dog\1933.jpg,1
data_given\Dog\4343.jpg,1
data_given\Dog\8240.jpg,1
data_given\Cat\11073.jpg,0
data_given\Cat\1083.jpg,0
data_given\Dog\5983.jpg,1
data_given\Cat\10915.jpg,0
data_given\Cat\4114.jpg,0
data_given\Dog\2627.jpg,1
data_given\Dog\11861.jpg,1
data_given\Dog\7859.jpg,1
data_given\Dog\2966.jpg,1
data_given\Dog\2278.jpg,1
data_given\Cat\3029.jpg,0
data_given\Cat\5962.jpg,0
data_given\Cat\3472.jpg,0
data_given\Cat\2205.jpg,0
data_given\Dog\4272.jpg,1
data_given\Dog\2566.jpg,1
data_given\Dog\3614.jpg,1
data_given\Dog\11172.jpg,1
data_given\Dog\305.jpg,1
data_given\Cat\8146.jpg,0
data_given\Cat\694.jpg,0
data_given\Dog\7762.jpg,1
data_given\Dog\11426.jpg,1
data_given\Cat\1369.jpg,0
data_given\Cat\7898.jpg,0
data_given\Cat\7599.jpg,0
data_given\Cat\587.jpg,0
data_given\Dog\903.jpg,1
data_given\Dog\6326.jpg,1
data_given\Dog\8822.jpg,1
data_given\Cat\6000.jpg,0
data_given\Dog\32.jpg,1
data_given\Cat\11298.jpg,0
data_given\Dog\12018.jpg,1
data_given\Dog\12065.jpg,1
data_given\Dog\3108.jpg,1
data_given\Cat\2494.jpg,0
data_given\Cat\11667.jpg,0
data_given\Dog\4348.jpg,1
data_given\Cat\6789.jpg,0
data_given\Cat\769.jpg,0
data_given\Dog\12333.jpg,1
data_given\Cat\1752.jpg,0
data_given\Dog\9758.jpg,1
data_given\Dog\146.jpg,1
data_given\Cat\2123.jpg,0
data_given\Cat\10199.jpg,0
data_given\Dog\957.jpg,1
data_given\Dog\8646.jpg,1
data_given\Cat\1522.jpg,0
data_given\Cat\4305.jpg,0
data_given\Dog\11650.jpg,1
data_given\Dog\2593.jpg,1
data_given\Cat\6956.jpg,0
data_given\Cat\58.jpg,0
data_given\Dog\10029.jpg,1
data_given\Dog\4325.jpg,1
data_given\Cat\8962.jpg,0
data_given\Dog\9880.jpg,1
data_given\Dog\2369.jpg,1
data_given\Cat\7005.jpg,0
data_given\Cat\8506.jpg,0
data_given\Cat\8400.jpg,0
data_given\Dog\5996.jpg,1
data_given\Cat\7245.jpg,0
data_given\Dog\5846.jpg,1
data_given\Cat\8718.jpg,0
data_given\Dog\909.jpg,1
data_given\Cat\1958.jpg,0
data_given\Cat\5940.jpg,0
data_given\Dog\1816.jpg,1
data_given\Cat\9452.jpg,0
data_given\Dog\1434.jpg,1
data_given\Cat\8752.jpg,0
data_given\Dog\6289.jpg,1
data_given\Dog\11484.jpg,1
data_given\Cat\2820.jpg,0
data_given\Cat\332.jpg,0
data_given\Dog\1707.jpg,1
data_given\Dog\5979.jpg,1
data_given\Cat\9827.jpg,0
data_given\Cat\1422.jpg,0
data_given\Cat\6322.jpg,0
data_given\Dog\7373.jpg,1
data_given\Cat\12205.jpg,0
data_given\Dog\11581.jpg,1
data_given\Cat\3870.jpg,0
data_given\Dog\2615.jpg,1
data_given\Cat\1361.jpg,0
data_given\Cat\471.jpg,0
data_given\Dog\8525.jpg,1
data_given\Cat\6142.jpg,0
data_given\Cat\7175.jpg,0
data_given\Cat\6854.jpg,0
data_given\Dog\3214.jpg,1
data_given\Cat\5842.jpg,0
data_given\Cat\388.jpg,0
data_given\Cat\12437.jpg,0
data_given\Cat\10425.jpg,0
data_given\Dog\11489.jpg,1
data_given\Cat\2752.jpg,0
data_given\Cat\9862.jpg,0
data_given\Dog\10383.jpg,1
data_given\Cat\4678.jpg,0
data_given\Cat\6975.jpg,0
data_given\Dog\740.jpg,1
data_given\Cat\8597.jpg,0
data_given\Dog\2922.jpg,1
data_given\Cat\11798.jpg,0
data_given\Dog\5067.jpg,1
data_given\Dog\10084.jpg,1
data_given\Cat\6369.jpg,0
data_given\Dog\5427.jpg,1
data_given\Dog\6535.jpg,1
data_given\Dog\3391.jpg,1
data_given\Cat\5213.jpg,0
data_given\Dog\7804.jpg,1
data_given\Dog\3015.jpg,1
data_given\Cat\4741.jpg,0
data_given\Cat\6017.jpg,0
data_given\Dog\4516.jpg,1
data_given\Cat\7942.jpg,0
data_given\Cat\10775.jpg,0
data_given\Cat\9556.jpg,0
data_given\Dog\2393.jpg,1
data_given\Dog\881.jpg,1
data_given\Cat\11888.jpg,0
data_given\Dog\9584.jpg,1
data_given\Cat\9010.jpg,0
data_given\Dog\1283.jpg,1
data_given\Cat\3207.jpg,0
data_given\Dog\8327.jpg,1
data_given\Dog\3951.jpg,1
data_given\Dog\10532.jpg,1
data_given\Cat\8988.jpg,0
data_given\Cat\11695.jpg,0
data_given\Cat\1821.jpg,0
data_given\Cat\12220.jpg,0
data_given\Cat\8023.jpg,0
data_given\Cat\11553.jpg,0
data_given\Dog\2064.jpg,1
data_given\Dog\9168.jpg,1
data_given\Dog\7675.jpg,1
data_given\Dog\6362.jpg,1
data_given\Cat\7691.jpg,0
data_given\Dog\11922.jpg,1
data_given\Cat\741.jpg,0
data_given\Dog\2873.jpg,1
data_given\Cat\918.jpg,0
data_given\Cat\8125.jpg,0
data_given\Cat\64.jpg,0
data_given\Cat\10352.jpg,0
data_given\Dog\2733.jpg,1
data_given\Cat\10374.jpg,0
data_given\Dog\842.jpg,1
data_given\Dog\8016.jpg,1
data_given\Cat\11722.jpg,0
data_given\Cat\266.jpg,0
data_given\Cat\157.jpg,0
data_given\Dog\11746.jpg,1
data_given\Cat\5000.jpg,0
data_given\Dog\483.jpg,1
data_given\Dog\2781.jpg,1
data_given\Dog\7248.jpg,1
data_given\Dog\8459.jpg,1
data_given\Dog\10006.jpg,1
data_given\Dog\9549.jpg,1
data_given\Cat\799.jpg,0
data_given\Cat\8869.jpg,0
data_given\Cat\8551.jpg,0
data_given\Dog\10609.jpg,1
data_given\Dog\2447.jpg,1
data_given\Cat\3575.jpg,0
data_given\Dog\982.jpg,1
data_given\Cat\3166.jpg,0
data_given\Cat\3973.jpg,0
data_given\Dog\3324.jpg,1
data_given\Cat\7570.jpg,0
data_given\Dog\7132.jpg,1
data_given\Cat\12417.jpg,0
data_given\Cat\5152.jpg,0
